SubjectID,TrialNumber,Scene,LeftCondition,RightCondition,ChosenSide,ChosenCondition,RejectedCondition,ResponseTime_sec,PresentationFPS
j3,143,bistro_exterior,bistro_exterior:judder_level0,bistro_exterior:motion_resolution_level0,LEFT,bistro_exterior:judder_level0,bistro_exterior:motion_resolution_level0,5.4043,240.01
j3,144,bistro_exterior,bistro_exterior:temporal-resolution-multiplexing_level1,bistro_exterior:noise_colors_level1,RIGHT,bistro_exterior:noise_colors_level1,bistro_exterior:temporal-resolution-multiplexing_level1,11.0055,239.97
j3,145,marbles,marbles:restir_level2,marbles:restir_level0,RIGHT,marbles:restir_level0,marbles:restir_level2,5.3421,239.99
j3,146,attic,attic:stutter_level2,attic:noise_colors_level2,RIGHT,attic:noise_colors_level2,attic:stutter_level2,11.425,240.01
j3,147,pink_room,pink_room:duration_flicker_level2,pink_room:motion_resolution_level2,LEFT,pink_room:duration_flicker_level2,pink_room:motion_resolution_level2,8.7042,240.01
j3,148,landscape,landscape:motion_noise_level1,landscape:temporal-resolution-multiplexing_level0,LEFT,landscape:motion_noise_level1,landscape:temporal-resolution-multiplexing_level0,8.1709,240.01
j3,149,landscape,landscape:duration_flicker_level2,landscape:dlss_rr_level1,LEFT,landscape:duration_flicker_level2,landscape:dlss_rr_level1,8.0542,240.01
j3,150,zeroday,zeroday:stutter_level0,zeroday:stutter_level1,RIGHT,zeroday:stutter_level1,zeroday:stutter_level0,7.8834,240.0
j3,151,bistro_interior,bistro_interior:motion_resolution_level2,bistro_interior:stutter_level2,RIGHT,bistro_interior:stutter_level2,bistro_interior:motion_resolution_level2,4.4917,240.01
j3,152,classroom,classroom:judder_level1,classroom:dlss_rr_level0,LEFT,classroom:judder_level1,classroom:dlss_rr_level0,8.6459,240.01
j3,153,pink_room,pink_room:motion_noise_level0,pink_room:temporal-resolution-multiplexing_level0,LEFT,pink_room:motion_noise_level0,pink_room:temporal-resolution-multiplexing_level0,5.7507,239.98
j3,154,attic,attic:temporal-resolution-multiplexing_level1,attic:judder_level0,RIGHT,attic:judder_level0,attic:temporal-resolution-multiplexing_level1,4.563,239.98
j3,155,zeroday,zeroday:motion_resolution_level1,zeroday:motion_resolution_level2,LEFT,zeroday:motion_resolution_level1,zeroday:motion_resolution_level2,5.3417,240.01
