observer,scene,condition_A,condition_B,is_A_selected,metric_A,level_A,metric_B,level_B,response_time_sec
Jorge2,zeroday,noise_colors_level2,dlss_rr_level1,1,noise_colors,level2,dlss_rr,level1,5.5257
Jorge2,classroom,judder_level0,temporal-resolution-multiplexing_level0,0,judder,level0,temporal-resolution-multiplexing,level0,4.7005
Jorge2,subway,restir_level2,duration_flicker_level1,0,restir,level2,duration_flicker,level1,5.3750
Jorge2,subway,motion_resolution_level2,stutter_level2,1,motion_resolution,level2,stutter,level2,5.2292
Jorge2,landscape,motion_resolution_level2,judder_level0,0,motion_resolution,level2,judder,level0,4.8507
Jorge2,bistro_exterior,duration_flicker_level1,temporal-resolution-multiplexing_level2,1,duration_flicker,level1,temporal-resolution-multiplexing,level2,5.1676
Jorge2,bistro_exterior,temporal-resolution-multiplexing_level0,restir_level2,1,temporal-resolution-multiplexing,level0,restir,level2,5.2842
Jorge2,attic,stutter_level1,restir_level2,1,stutter,level1,restir,level2,4.9709
Jorge2,zeroday,dlss_rr_level1,motion_resolution_level1,1,dlss_rr,level1,motion_resolution,level1,5.4669
Jorge2,classroom,noise_colors_level1,stutter_level2,1,noise_colors,level1,stutter,level2,4.9132
Jorge2,pink_room,restir_level2,dlss_rr_level2,1,restir,level2,dlss_rr,level2,7.8009
Jorge2,landscape,stutter_level1,duration_flicker_level0,1,stutter,level1,duration_flicker,level0,5.3125
Jorge2,landscape,stutter_level2,motion_resolution_level1,0,stutter,level2,motion_resolution,level1,5.3756
Jorge2,zeroday,temporal-resolution-multiplexing_level0,motion_resolution_level1,1,temporal-resolution-multiplexing,level0,motion_resolution,level1,5.4549
Jorge2,marbles,dlss_rr_level1,motion_resolution_level1,1,dlss_rr,level1,motion_resolution,level1,5.4292
Jorge2,marbles,motion_noise_level2,noise_colors_level0,0,motion_noise,level2,noise_colors,level0,5.0840
Jorge2,landscape,restir_level2,stutter_level2,1,restir,level2,stutter,level2,5.0674
Jorge2,pink_room,noise_colors_level0,noise_colors_level2,1,noise_colors,level0,noise_colors,level2,5.4792
Jorge2,marbles,judder_level1,motion_noise_level2,1,judder,level1,motion_noise,level2,5.1797
Jorge2,pink_room,judder_level0,restir_level1,1,judder,level0,restir,level1,5.2968
Jorge2,bistro_interior,noise_colors_level2,motion_noise_level2,0,noise_colors,level2,motion_noise,level2,4.9793
Jorge2,subway,temporal-resolution-multiplexing_level1,noise_colors_level2,1,temporal-resolution-multiplexing,level1,noise_colors,level2,6.2343
Jorge2,landscape,duration_flicker_level0,temporal-resolution-multiplexing_level1,0,duration_flicker,level0,temporal-resolution-multiplexing,level1,5.9884
Jorge2,subway,stutter_level1,restir_level1,1,stutter,level1,restir,level1,5.5004
Jorge2,subway,noise_colors_level1,restir_level1,1,noise_colors,level1,restir,level1,5.3382
Jorge2,pink_room,restir_level0,motion_noise_level0,0,restir,level0,motion_noise,level0,5.4968
Jorge2,bistro_interior,temporal-resolution-multiplexing_level1,stutter_level1,0,temporal-resolution-multiplexing,level1,stutter,level1,5.2508
Jorge2,pink_room,temporal-resolution-multiplexing_level1,dlss_rr_level1,0,temporal-resolution-multiplexing,level1,dlss_rr,level1,4.9423
Jorge2,zeroday,dlss_rr_level0,judder_level1,1,dlss_rr,level0,judder,level1,5.5716
Jorge2,classroom,restir_level2,noise_colors_level1,0,restir,level2,noise_colors,level1,5.4759
Jorge2,subway,duration_flicker_level1,stutter_level2,1,duration_flicker,level1,stutter,level2,5.2667
Jorge2,pink_room,dlss_rr_level1,motion_resolution_level1,1,dlss_rr,level1,motion_resolution,level1,14.1459
Jorge2,bistro_interior,judder_level0,motion_noise_level1,0,judder,level0,motion_noise,level1,4.3834
Jorge2,bistro_interior,noise_colors_level2,stutter_level0,0,noise_colors,level2,stutter,level0,5.4000
Jorge2,subway,restir_level1,dlss_rr_level1,0,restir,level1,dlss_rr,level1,4.7792
Jorge2,bistro_interior,motion_resolution_level2,noise_colors_level1,0,motion_resolution,level2,noise_colors,level1,5.0584
Jorge2,attic,stutter_level1,restir_level1,1,stutter,level1,restir,level1,4.5084
Jorge2,bistro_exterior,dlss_rr_level1,duration_flicker_level0,0,dlss_rr,level1,duration_flicker,level0,6.1590
Jorge2,marbles,restir_level2,motion_resolution_level1,1,restir,level2,motion_resolution,level1,5.4792
Jorge2,subway,motion_resolution_level1,temporal-resolution-multiplexing_level2,1,motion_resolution,level1,temporal-resolution-multiplexing,level2,5.0876
Jorge2,attic,motion_resolution_level0,motion_noise_level1,1,motion_resolution,level0,motion_noise,level1,5.0589
Jorge2,subway,duration_flicker_level2,noise_colors_level2,1,duration_flicker,level2,noise_colors,level2,5.3751
Jorge2,landscape,stutter_level2,judder_level0,0,stutter,level2,judder,level0,5.0668
Jorge2,landscape,stutter_level0,noise_colors_level1,1,stutter,level0,noise_colors,level1,5.4542
Jorge2,zeroday,motion_resolution_level2,duration_flicker_level2,0,motion_resolution,level2,duration_flicker,level2,5.3001
Jorge2,attic,motion_resolution_level2,stutter_level1,0,motion_resolution,level2,stutter,level1,4.6625
Jorge2,landscape,temporal-resolution-multiplexing_level1,temporal-resolution-multiplexing_level0,0,temporal-resolution-multiplexing,level1,temporal-resolution-multiplexing,level0,5.2506
Jorge2,marbles,motion_noise_level2,stutter_level1,1,motion_noise,level2,stutter,level1,4.4292
Jorge2,bistro_exterior,temporal-resolution-multiplexing_level2,noise_colors_level2,0,temporal-resolution-multiplexing,level2,noise_colors,level2,5.3584
Jorge2,subway,judder_level0,judder_level1,1,judder,level0,judder,level1,7.1000
Jorge2,attic,stutter_level1,judder_level2,1,stutter,level1,judder,level2,4.7917
Jorge2,zeroday,dlss_rr_level2,restir_level2,1,dlss_rr,level2,restir,level2,5.4716
Jorge2,classroom,motion_noise_level1,temporal-resolution-multiplexing_level0,0,motion_noise,level1,temporal-resolution-multiplexing,level0,4.4505
Jorge2,attic,motion_resolution_level0,noise_colors_level0,1,motion_resolution,level0,noise_colors,level0,5.4125
Jorge2,marbles,duration_flicker_level1,temporal-resolution-multiplexing_level0,0,duration_flicker,level1,temporal-resolution-multiplexing,level0,5.2125
Jorge2,subway,duration_flicker_level1,motion_noise_level2,1,duration_flicker,level1,motion_noise,level2,5.3255
Jorge2,bistro_interior,stutter_level2,noise_colors_level1,0,stutter,level2,noise_colors,level1,5.3963
Jorge2,attic,noise_colors_level1,motion_resolution_level0,0,noise_colors,level1,motion_resolution,level0,4.5042
Jorge2,bistro_exterior,judder_level2,judder_level0,0,judder,level2,judder,level0,5.4542
Jorge2,zeroday,stutter_level0,dlss_rr_level0,1,stutter,level0,dlss_rr,level0,6.6720
Jorge2,attic,stutter_level0,duration_flicker_level0,1,stutter,level0,duration_flicker,level0,4.3126
Jorge2,bistro_exterior,temporal-resolution-multiplexing_level1,dlss_rr_level1,0,temporal-resolution-multiplexing,level1,dlss_rr,level1,6.2459
Jorge2,subway,dlss_rr_level2,noise_colors_level2,1,dlss_rr,level2,noise_colors,level2,4.4130
Jorge2,marbles,judder_level1,stutter_level0,1,judder,level1,stutter,level0,6.1338
Jorge2,pink_room,motion_resolution_level2,restir_level2,0,motion_resolution,level2,restir,level2,6.0001
Jorge2,attic,duration_flicker_level0,noise_colors_level0,1,duration_flicker,level0,noise_colors,level0,4.5376
Jorge2,bistro_interior,duration_flicker_level0,noise_colors_level2,1,duration_flicker,level0,noise_colors,level2,5.4634
Jorge2,bistro_interior,duration_flicker_level2,duration_flicker_level0,0,duration_flicker,level2,duration_flicker,level0,8.2007
Jorge2,attic,judder_level1,motion_resolution_level1,1,judder,level1,motion_resolution,level1,4.8590
Jorge2,attic,motion_resolution_level0,stutter_level1,1,motion_resolution,level0,stutter,level1,5.2542
Jorge2,bistro_interior,duration_flicker_level1,duration_flicker_level0,0,duration_flicker,level1,duration_flicker,level0,5.0881
Jorge2,bistro_exterior,noise_colors_level2,motion_resolution_level0,1,noise_colors,level2,motion_resolution,level0,10.3097
Jorge2,attic,restir_level2,stutter_level2,0,restir,level2,stutter,level2,4.8459
Jorge2,bistro_interior,noise_colors_level1,judder_level2,1,noise_colors,level1,judder,level2,5.0423
Jorge2,landscape,temporal-resolution-multiplexing_level2,duration_flicker_level0,1,temporal-resolution-multiplexing,level2,duration_flicker,level0,5.3924
Jorge2,attic,motion_resolution_level1,noise_colors_level0,0,motion_resolution,level1,noise_colors,level0,4.4584
Jorge2,subway,motion_resolution_level1,noise_colors_level2,1,motion_resolution,level1,noise_colors,level2,4.0125
Jorge2,subway,motion_noise_level0,restir_level1,1,motion_noise,level0,restir,level1,4.3709
Jorge2,bistro_interior,motion_noise_level0,judder_level0,1,motion_noise,level0,judder,level0,5.3626
Jorge2,attic,temporal-resolution-multiplexing_level0,motion_resolution_level1,1,temporal-resolution-multiplexing,level0,motion_resolution,level1,4.7417
Jorge2,pink_room,dlss_rr_level1,duration_flicker_level0,0,dlss_rr,level1,duration_flicker,level0,5.4962
Jorge2,attic,stutter_level1,temporal-resolution-multiplexing_level2,1,stutter,level1,temporal-resolution-multiplexing,level2,4.7209
Jorge2,classroom,dlss_rr_level1,noise_colors_level1,1,dlss_rr,level1,noise_colors,level1,4.4875
Jorge2,attic,dlss_rr_level0,motion_resolution_level0,0,dlss_rr,level0,motion_resolution,level0,4.8917
Jorge2,marbles,temporal-resolution-multiplexing_level0,temporal-resolution-multiplexing_level2,1,temporal-resolution-multiplexing,level0,temporal-resolution-multiplexing,level2,4.9293
Jorge2,subway,restir_level1,temporal-resolution-multiplexing_level0,0,restir,level1,temporal-resolution-multiplexing,level0,3.3250
Jorge2,bistro_exterior,motion_resolution_level1,stutter_level2,1,motion_resolution,level1,stutter,level2,5.3968
Jorge2,attic,motion_noise_level0,motion_resolution_level0,1,motion_noise,level0,motion_resolution,level0,4.7626
Jorge2,marbles,motion_noise_level2,temporal-resolution-multiplexing_level0,0,motion_noise,level2,temporal-resolution-multiplexing,level0,4.4043
Jorge2,landscape,motion_noise_level0,noise_colors_level1,1,motion_noise,level0,noise_colors,level1,4.9342
Jorge2,classroom,temporal-resolution-multiplexing_level2,motion_resolution_level0,0,temporal-resolution-multiplexing,level2,motion_resolution,level0,4.9006
Jorge2,attic,motion_noise_level2,noise_colors_level0,0,motion_noise,level2,noise_colors,level0,4.7751
Jorge2,zeroday,temporal-resolution-multiplexing_level2,restir_level0,0,temporal-resolution-multiplexing,level2,restir,level0,5.4459
Jorge2,bistro_interior,motion_resolution_level0,restir_level0,0,motion_resolution,level0,restir,level0,7.9459
Jorge2,marbles,noise_colors_level2,motion_resolution_level1,1,noise_colors,level2,motion_resolution,level1,5.2417
Jorge2,marbles,motion_noise_level2,restir_level1,1,motion_noise,level2,restir,level1,5.3417
Jorge2,landscape,restir_level1,temporal-resolution-multiplexing_level1,0,restir,level1,temporal-resolution-multiplexing,level1,5.6376
Jorge2,marbles,noise_colors_level1,duration_flicker_level2,0,noise_colors,level1,duration_flicker,level2,6.7167
Jorge2,classroom,duration_flicker_level2,motion_resolution_level1,1,duration_flicker,level2,motion_resolution,level1,6.8925
Jorge2,classroom,motion_resolution_level2,motion_resolution_level0,0,motion_resolution,level2,motion_resolution,level0,5.1674
Jorge2,bistro_exterior,noise_colors_level0,dlss_rr_level1,1,noise_colors,level0,dlss_rr,level1,5.2215
Jorge2,attic,stutter_level1,restir_level0,1,stutter,level1,restir,level0,5.0500
Jorge2,marbles,motion_resolution_level0,motion_resolution_level1,1,motion_resolution,level0,motion_resolution,level1,4.9250
Jorge2,bistro_exterior,restir_level0,stutter_level0,0,restir,level0,stutter,level0,9.2925
Jorge2,attic,stutter_level1,noise_colors_level2,1,stutter,level1,noise_colors,level2,4.3209
Jorge2,pink_room,motion_resolution_level0,noise_colors_level1,1,motion_resolution,level0,noise_colors,level1,5.1089
Jorge2,marbles,temporal-resolution-multiplexing_level0,motion_resolution_level1,1,temporal-resolution-multiplexing,level0,motion_resolution,level1,4.9918
Jorge2,attic,temporal-resolution-multiplexing_level1,motion_resolution_level1,0,temporal-resolution-multiplexing,level1,motion_resolution,level1,6.3584
Jorge2,bistro_exterior,motion_noise_level1,stutter_level0,0,motion_noise,level1,stutter,level0,5.0209
Jorge2,marbles,dlss_rr_level0,judder_level1,0,dlss_rr,level0,judder,level1,4.7167
Jorge2,bistro_interior,judder_level1,temporal-resolution-multiplexing_level2,1,judder,level1,temporal-resolution-multiplexing,level2,4.7334
Jorge2,bistro_exterior,temporal-resolution-multiplexing_level2,motion_resolution_level1,0,temporal-resolution-multiplexing,level2,motion_resolution,level1,6.4709
Jorge2,landscape,duration_flicker_level1,temporal-resolution-multiplexing_level1,0,duration_flicker,level1,temporal-resolution-multiplexing,level1,5.3334
Jorge2,classroom,motion_noise_level2,dlss_rr_level2,0,motion_noise,level2,dlss_rr,level2,5.2131
Jorge2,marbles,duration_flicker_level2,stutter_level2,1,duration_flicker,level2,stutter,level2,4.3713
Jorge2,zeroday,motion_resolution_level1,motion_resolution_level0,0,motion_resolution,level1,motion_resolution,level0,5.4459
Jorge2,marbles,restir_level0,motion_noise_level2,0,restir,level0,motion_noise,level2,5.1625
Jorge2,bistro_exterior,duration_flicker_level2,stutter_level0,0,duration_flicker,level2,stutter,level0,5.2167
Jorge2,subway,judder_level2,noise_colors_level2,1,judder,level2,noise_colors,level2,5.4967
Jorge2,subway,restir_level0,dlss_rr_level2,0,restir,level0,dlss_rr,level2,5.2424
Jorge2,zeroday,dlss_rr_level1,motion_noise_level2,1,dlss_rr,level1,motion_noise,level2,5.4464
Jorge2,classroom,stutter_level1,temporal-resolution-multiplexing_level0,1,stutter,level1,temporal-resolution-multiplexing,level0,4.9758
Jorge2,marbles,motion_noise_level1,judder_level1,1,motion_noise,level1,judder,level1,5.5674
Jorge2,attic,judder_level0,duration_flicker_level0,1,judder,level0,duration_flicker,level0,4.7209
Jorge2,marbles,judder_level0,judder_level1,0,judder,level0,judder,level1,5.7383
Jorge2,landscape,stutter_level2,noise_colors_level2,0,stutter,level2,noise_colors,level2,5.3209
Jorge2,pink_room,motion_noise_level2,duration_flicker_level2,1,motion_noise,level2,duration_flicker,level2,9.2836
Jorge2,subway,restir_level1,noise_colors_level0,0,restir,level1,noise_colors,level0,5.3000
Jorge2,zeroday,motion_resolution_level1,duration_flicker_level0,0,motion_resolution,level1,duration_flicker,level0,5.1792
Jorge2,bistro_interior,judder_level1,motion_resolution_level1,1,judder,level1,motion_resolution,level1,5.5879
Jorge2,landscape,dlss_rr_level0,stutter_level2,1,dlss_rr,level0,stutter,level2,4.5591
Jorge2,bistro_exterior,dlss_rr_level1,stutter_level0,0,dlss_rr,level1,stutter,level0,5.8167
Jorge2,zeroday,motion_resolution_level2,motion_noise_level1,0,motion_resolution,level2,motion_noise,level1,5.5752
Jorge2,bistro_exterior,stutter_level1,judder_level2,1,stutter,level1,judder,level2,5.3383
Jorge2,attic,dlss_rr_level1,judder_level2,1,dlss_rr,level1,judder,level2,6.9793
Jorge2,classroom,temporal-resolution-multiplexing_level0,noise_colors_level0,1,temporal-resolution-multiplexing,level0,noise_colors,level0,5.1417
Jorge2,classroom,temporal-resolution-multiplexing_level0,temporal-resolution-multiplexing_level1,1,temporal-resolution-multiplexing,level0,temporal-resolution-multiplexing,level1,4.6125
Jorge2,bistro_exterior,dlss_rr_level0,dlss_rr_level2,1,dlss_rr,level0,dlss_rr,level2,5.0631
Jorge2,landscape,dlss_rr_level1,stutter_level2,1,dlss_rr,level1,stutter,level2,5.2258
Jorge2,landscape,duration_flicker_level0,motion_resolution_level0,1,duration_flicker,level0,motion_resolution,level0,4.6631
Jorge2,bistro_exterior,dlss_rr_level0,duration_flicker_level1,1,dlss_rr,level0,duration_flicker,level1,5.3084
Jorge2,subway,motion_resolution_level1,dlss_rr_level0,1,motion_resolution,level1,dlss_rr,level0,5.3459
Jorge2,bistro_exterior,restir_level2,dlss_rr_level1,0,restir,level2,dlss_rr,level1,10.4631
Jorge2,landscape,noise_colors_level1,judder_level1,1,noise_colors,level1,judder,level1,4.9586
Jorge2,classroom,dlss_rr_level0,motion_noise_level1,1,dlss_rr,level0,motion_noise,level1,6.7459
Jorge2,classroom,temporal-resolution-multiplexing_level0,judder_level1,1,temporal-resolution-multiplexing,level0,judder,level1,4.6250
Jorge2,zeroday,dlss_rr_level0,dlss_rr_level1,0,dlss_rr,level0,dlss_rr,level1,7.7375
Jorge2,pink_room,dlss_rr_level1,dlss_rr_level2,1,dlss_rr,level1,dlss_rr,level2,5.3084
Jorge2,zeroday,noise_colors_level1,duration_flicker_level0,0,noise_colors,level1,duration_flicker,level0,4.7590
Jorge2,bistro_interior,motion_resolution_level1,restir_level2,1,motion_resolution,level1,restir,level2,11.3722
Jorge2,subway,motion_noise_level1,duration_flicker_level1,1,motion_noise,level1,duration_flicker,level1,8.4011
Jorge2,bistro_exterior,motion_noise_level0,restir_level2,1,motion_noise,level0,restir,level2,5.3965
Jorge2,zeroday,judder_level0,restir_level0,1,judder,level0,restir,level0,8.0210
Jorge2,landscape,duration_flicker_level0,restir_level0,0,duration_flicker,level0,restir,level0,5.2671
Jorge2,subway,dlss_rr_level2,duration_flicker_level1,1,dlss_rr,level2,duration_flicker,level1,9.3053
